comp0_c0_seq1	ofav0
comp36119_c0_seq2	ofav36119
comp36125_c0_seq1	ofav36125
comp36126_c0_seq1	ofav36126
comp36127_c0_seq1	ofav36127
comp36132_c0_seq1	ofav36132
comp36138_c0_seq1	ofav36138
comp36141_c0_seq1	ofav36141
comp36142_c0_seq1	ofav36142
comp36143_c0_seq1	ofav36143
comp36144_c0_seq1	ofav36144
comp36146_c0_seq2	ofav36146
comp36152_c0_seq1	ofav36152
comp36153_c0_seq1	ofav36153
comp36157_c0_seq1	ofav36157
comp36157_c0_seq2	ofav36157
comp36159_c0_seq2	ofav36159
comp36160_c0_seq1	ofav36160
comp36160_c0_seq2	ofav36160
comp36165_c0_seq1	ofav36165
comp36167_c0_seq1	ofav36167
comp36170_c0_seq1	ofav36170
comp36171_c0_seq1	ofav36171
comp36177_c0_seq1	ofav36177
comp36177_c0_seq3	ofav36177
comp36178_c0_seq1	ofav36178
comp36179_c0_seq1	ofav36179
comp36189_c0_seq1	ofav36189
comp36190_c0_seq1	ofav36190
comp36193_c0_seq1	ofav36193
comp36196_c0_seq1	ofav36196
comp36197_c0_seq1	ofav36197
comp36206_c0_seq1	ofav36206
comp36207_c0_seq1	ofav36207
comp36212_c0_seq1	ofav36212
comp36215_c0_seq1	ofav36215
comp36220_c0_seq1	ofav36220
comp36228_c0_seq1	ofav36228
comp36229_c0_seq1	ofav36229
comp36229_c0_seq2	ofav36229
comp36230_c0_seq1	ofav36230
comp36231_c0_seq1	ofav36231
comp36231_c0_seq2	ofav36231
comp36233_c0_seq1	ofav36233
comp36238_c0_seq1	ofav36238
comp36242_c0_seq1	ofav36242
comp36244_c0_seq1	ofav36244
comp36245_c0_seq1	ofav36245
comp36245_c0_seq2	ofav36245
comp36246_c0_seq1	ofav36246
comp36248_c0_seq1	ofav36248
comp36249_c0_seq1	ofav36249
comp36252_c0_seq1	ofav36252
comp36253_c0_seq1	ofav36253
comp36255_c0_seq1	ofav36255
comp36255_c0_seq2	ofav36255
comp36256_c0_seq1	ofav36256
comp36257_c0_seq1	ofav36257
comp36258_c0_seq1	ofav36258
comp36266_c0_seq1	ofav36266
comp36268_c0_seq2	ofav36268
comp36270_c0_seq1	ofav36270
comp36271_c0_seq1	ofav36271
comp36271_c0_seq2	ofav36271
comp36272_c0_seq1	ofav36272
comp36273_c0_seq1	ofav36273
comp36275_c0_seq1	ofav36275
comp36276_c0_seq1	ofav36276
comp36277_c0_seq1	ofav36277
comp36278_c0_seq1	ofav36278
comp36281_c0_seq1	ofav36281
comp36286_c0_seq1	ofav36286
comp36287_c0_seq1	ofav36287
comp36290_c0_seq1	ofav36290
comp36290_c0_seq2	ofav36290
comp36292_c0_seq1	ofav36292
comp36292_c0_seq2	ofav36292
comp36293_c0_seq1	ofav36293
comp36295_c0_seq1	ofav36295
comp36302_c0_seq1	ofav36302
comp36307_c0_seq1	ofav36307
comp36310_c0_seq1	ofav36310
comp36310_c0_seq2	ofav36310
comp36314_c0_seq1	ofav36314
comp36321_c0_seq1	ofav36321
comp36327_c0_seq1	ofav36327
comp36331_c0_seq1	ofav36331
comp36334_c0_seq1	ofav36334
comp36342_c0_seq1	ofav36342
comp36346_c0_seq1	ofav36346
comp36348_c0_seq1	ofav36348
comp36349_c0_seq1	ofav36349
comp36351_c0_seq1	ofav36351
comp36353_c0_seq1	ofav36353
comp36361_c0_seq1	ofav36361
comp36362_c0_seq1	ofav36362
comp36363_c0_seq1	ofav36363
comp36367_c0_seq1	ofav36367
comp36371_c0_seq1	ofav36371
comp36372_c0_seq1	ofav36372
comp36373_c0_seq1	ofav36373
comp36374_c0_seq1	ofav36374
comp36374_c0_seq2	ofav36374
comp36377_c0_seq1	ofav36377
comp36377_c0_seq2	ofav36377
comp36385_c0_seq1	ofav36385
comp36386_c0_seq1	ofav36386
comp36387_c0_seq1	ofav36387
comp36395_c0_seq1	ofav36395
comp36396_c0_seq1	ofav36396
comp36398_c0_seq1	ofav36398
comp36401_c0_seq1	ofav36401
comp36403_c0_seq1	ofav36403
comp36404_c0_seq1	ofav36404
comp36411_c0_seq1	ofav36411
comp36413_c0_seq1	ofav36413
comp36416_c0_seq1	ofav36416
comp36417_c0_seq1	ofav36417
comp36418_c0_seq1	ofav36418
comp36418_c0_seq2	ofav36418
comp36419_c0_seq1	ofav36419
comp36424_c0_seq1	ofav36424
comp36425_c0_seq1	ofav36425
comp36428_c0_seq1	ofav36428
comp36431_c0_seq1	ofav36431
comp36432_c0_seq1	ofav36432
comp36433_c0_seq1	ofav36433
comp36435_c0_seq1	ofav36435
comp36437_c0_seq1	ofav36437
comp36441_c0_seq1	ofav36441
comp36442_c0_seq1	ofav36442
comp36442_c0_seq2	ofav36442
comp36446_c0_seq1	ofav36446
comp36449_c0_seq1	ofav36449
comp36453_c0_seq1	ofav36453
comp36456_c0_seq1	ofav36456
comp36456_c0_seq2	ofav36456
comp36457_c0_seq1	ofav36457
comp36460_c0_seq1	ofav36460
comp36461_c0_seq1	ofav36461
comp36462_c0_seq1	ofav36462
comp36463_c0_seq1	ofav36463
comp36465_c0_seq1	ofav36465
comp36467_c0_seq1	ofav36467
comp36469_c0_seq1	ofav36469
comp36470_c0_seq1	ofav36470
comp36475_c0_seq1	ofav36475
comp36475_c0_seq2	ofav36475
comp36477_c0_seq1	ofav36477
comp36478_c0_seq1	ofav36478
comp36480_c0_seq1	ofav36480
comp36483_c0_seq1	ofav36483
comp36483_c0_seq2	ofav36483
comp36485_c0_seq1	ofav36485
comp36486_c0_seq1	ofav36486
comp36487_c0_seq1	ofav36487
comp36489_c0_seq1	ofav36489
comp36495_c0_seq1	ofav36495
comp36496_c0_seq1	ofav36496
comp36500_c0_seq1	ofav36500
comp36501_c0_seq1	ofav36501
comp36502_c0_seq1	ofav36502
comp36503_c0_seq1	ofav36503
comp36506_c0_seq1	ofav36506
comp36507_c0_seq1	ofav36507
comp36507_c0_seq2	ofav36507
comp36508_c0_seq1	ofav36508
comp36509_c0_seq3	ofav36509
comp36512_c0_seq1	ofav36512
comp36513_c0_seq1	ofav36513
comp36515_c0_seq1	ofav36515
comp36519_c0_seq1	ofav36519
comp36524_c0_seq1	ofav36524
comp36529_c0_seq1	ofav36529
comp36531_c0_seq1	ofav36531
comp36532_c0_seq1	ofav36532
comp36534_c0_seq1	ofav36534
comp36538_c0_seq1	ofav36538
comp36539_c0_seq1	ofav36539
comp36545_c0_seq1	ofav36545
comp36548_c0_seq1	ofav36548
comp36552_c0_seq1	ofav36552
comp36552_c0_seq2	ofav36552
comp36552_c0_seq3	ofav36552
comp36552_c0_seq4	ofav36552
comp36562_c0_seq1	ofav36562
comp36562_c0_seq2	ofav36562
comp36563_c0_seq1	ofav36563
comp36566_c0_seq1	ofav36566
comp36566_c0_seq2	ofav36566
comp36567_c0_seq1	ofav36567
comp36569_c0_seq1	ofav36569
comp36570_c0_seq2	ofav36570
comp36571_c0_seq1	ofav36571
comp36572_c0_seq1	ofav36572
comp36572_c0_seq2	ofav36572
comp36582_c0_seq1	ofav36582
comp36582_c0_seq2	ofav36582
comp36583_c0_seq1	ofav36583
comp36584_c0_seq1	ofav36584
comp36584_c0_seq2	ofav36584
comp36589_c0_seq1	ofav36589
comp36592_c0_seq1	ofav36592
comp36593_c0_seq1	ofav36593
comp36594_c0_seq1	ofav36594
comp36596_c0_seq1	ofav36596
comp36598_c0_seq1	ofav36598
comp36600_c0_seq1	ofav36600
comp36601_c0_seq1	ofav36601
comp36608_c0_seq1	ofav36608
comp36609_c0_seq1	ofav36609
comp36613_c0_seq1	ofav36613
comp36613_c0_seq2	ofav36613
comp36614_c0_seq1	ofav36614
comp36615_c0_seq1	ofav36615
comp36616_c0_seq1	ofav36616
comp36618_c0_seq1	ofav36618
comp36619_c0_seq1	ofav36619
comp36621_c0_seq1	ofav36621
comp36624_c0_seq1	ofav36624
comp36626_c0_seq1	ofav36626
comp36626_c0_seq3	ofav36626
comp36628_c0_seq1	ofav36628
comp36629_c0_seq1	ofav36629
comp36634_c0_seq1	ofav36634
comp36640_c0_seq1	ofav36640
comp36640_c0_seq2	ofav36640
comp36652_c0_seq1	ofav36652
comp36657_c0_seq1	ofav36657
comp36659_c0_seq1	ofav36659
comp36662_c0_seq1	ofav36662
comp36664_c0_seq1	ofav36664
comp36667_c0_seq1	ofav36667
comp36668_c0_seq1	ofav36668
comp36668_c0_seq2	ofav36668
comp36669_c0_seq1	ofav36669
comp36669_c0_seq2	ofav36669
comp36669_c0_seq3	ofav36669
comp36670_c0_seq1	ofav36670
comp36673_c0_seq1	ofav36673
comp36678_c0_seq1	ofav36678
comp36679_c0_seq1	ofav36679
comp36679_c0_seq2	ofav36679
comp36683_c0_seq1	ofav36683
comp36688_c0_seq1	ofav36688
comp36689_c0_seq1	ofav36689
comp36690_c0_seq1	ofav36690
comp36691_c0_seq1	ofav36691
comp36699_c0_seq1	ofav36699
comp36703_c0_seq1	ofav36703
comp36703_c0_seq2	ofav36703
comp36705_c0_seq1	ofav36705
comp36706_c0_seq1	ofav36706
comp36715_c0_seq1	ofav36715
comp36717_c0_seq1	ofav36717
comp36724_c0_seq1	ofav36724
comp36724_c0_seq2	ofav36724
comp36725_c0_seq1	ofav36725
comp36729_c0_seq1	ofav36729
comp36731_c0_seq1	ofav36731
comp36738_c0_seq1	ofav36738
comp36740_c0_seq1	ofav36740
comp36743_c0_seq1	ofav36743
comp36743_c0_seq2	ofav36743
comp36744_c0_seq2	ofav36744
comp36745_c0_seq1	ofav36745
comp36751_c0_seq1	ofav36751
comp36752_c0_seq1	ofav36752
comp36754_c0_seq1	ofav36754
comp36755_c0_seq1	ofav36755
comp36757_c0_seq1	ofav36757
comp36759_c0_seq1	ofav36759
comp36763_c0_seq1	ofav36763
comp36766_c0_seq1	ofav36766
comp36768_c0_seq1	ofav36768
comp36769_c0_seq1	ofav36769
comp36770_c1_seq1	ofav36770
comp36774_c0_seq1	ofav36774
comp36781_c0_seq1	ofav36781
comp36783_c0_seq1	ofav36783
comp36788_c0_seq1	ofav36788
comp36790_c0_seq1	ofav36790
comp36790_c0_seq2	ofav36790
comp36799_c0_seq1	ofav36799
comp36805_c0_seq1	ofav36805
comp36807_c0_seq1	ofav36807
comp36808_c0_seq1	ofav36808
comp36813_c0_seq1	ofav36813
comp36816_c0_seq1	ofav36816
comp36819_c0_seq1	ofav36819
comp36824_c0_seq1	ofav36824
comp36824_c0_seq2	ofav36824
comp36824_c0_seq3	ofav36824
comp36825_c0_seq1	ofav36825
comp36825_c0_seq2	ofav36825
comp36827_c0_seq1	ofav36827
comp36833_c0_seq1	ofav36833
comp36834_c0_seq1	ofav36834
comp36835_c0_seq1	ofav36835
comp36842_c0_seq1	ofav36842
comp36843_c0_seq1	ofav36843
comp36847_c0_seq1	ofav36847
comp36849_c0_seq1	ofav36849
comp36853_c0_seq1	ofav36853
comp36857_c0_seq1	ofav36857
comp36861_c0_seq1	ofav36861
comp36861_c0_seq2	ofav36861
comp36862_c0_seq1	ofav36862
comp36863_c0_seq1	ofav36863
comp36870_c0_seq1	ofav36870
comp36870_c0_seq4	ofav36870
comp36872_c0_seq1	ofav36872
comp36873_c0_seq1	ofav36873
comp36879_c0_seq1	ofav36879
comp36879_c1_seq1	ofav36879
comp36884_c0_seq1	ofav36884
comp36884_c0_seq2	ofav36884
comp36887_c0_seq1	ofav36887
comp36888_c0_seq1	ofav36888
comp36889_c0_seq1	ofav36889
comp36892_c0_seq1	ofav36892
comp36894_c0_seq1	ofav36894
comp36895_c0_seq1	ofav36895
comp36897_c0_seq2	ofav36897
comp36899_c0_seq1	ofav36899
comp36907_c0_seq1	ofav36907
comp36909_c0_seq1	ofav36909
comp36912_c0_seq1	ofav36912
comp36914_c0_seq1	ofav36914
comp36917_c0_seq1	ofav36917
comp36921_c0_seq1	ofav36921
comp36923_c0_seq1	ofav36923
comp36923_c0_seq2	ofav36923
comp36925_c0_seq1	ofav36925
comp36928_c0_seq1	ofav36928
comp36928_c0_seq2	ofav36928
comp36929_c0_seq1	ofav36929
comp36931_c0_seq1	ofav36931
comp36936_c0_seq1	ofav36936
comp36936_c0_seq2	ofav36936
comp36938_c0_seq1	ofav36938
comp36940_c0_seq1	ofav36940
comp36941_c0_seq1	ofav36941
comp36945_c0_seq1	ofav36945
comp36949_c0_seq1	ofav36949
comp36949_c0_seq2	ofav36949
comp36950_c0_seq1	ofav36950
comp36952_c0_seq1	ofav36952
comp36955_c0_seq1	ofav36955
comp36955_c0_seq2	ofav36955
comp36956_c0_seq1	ofav36956
comp36957_c0_seq1	ofav36957
comp36961_c0_seq1	ofav36961
comp36963_c0_seq1	ofav36963
comp36966_c0_seq1	ofav36966
comp36970_c0_seq2	ofav36970
comp36972_c0_seq1	ofav36972
comp36978_c0_seq1	ofav36978
comp36988_c0_seq1	ofav36988
comp36988_c0_seq2	ofav36988
comp36994_c0_seq1	ofav36994
comp37004_c0_seq1	ofav37004
comp37011_c0_seq1	ofav37011
comp37011_c0_seq2	ofav37011
comp37013_c0_seq1	ofav37013
comp37014_c0_seq1	ofav37014
comp37015_c0_seq1	ofav37015
comp37019_c0_seq1	ofav37019
comp37019_c0_seq2	ofav37019
comp37020_c0_seq1	ofav37020
comp37025_c0_seq1	ofav37025
comp37026_c0_seq1	ofav37026
comp37028_c0_seq1	ofav37028
comp37033_c0_seq1	ofav37033
comp37035_c0_seq1	ofav37035
comp37036_c0_seq1	ofav37036
comp37037_c0_seq1	ofav37037
comp37038_c0_seq1	ofav37038
comp37048_c0_seq1	ofav37048
comp37052_c0_seq1	ofav37052
comp37053_c0_seq1	ofav37053
comp37055_c0_seq1	ofav37055
comp37056_c0_seq1	ofav37056
comp37058_c0_seq1	ofav37058
comp37062_c0_seq1	ofav37062
comp37065_c0_seq1	ofav37065
comp37065_c0_seq2	ofav37065
comp37067_c0_seq1	ofav37067
comp37079_c0_seq1	ofav37079
comp37079_c0_seq2	ofav37079
comp37079_c0_seq3	ofav37079
comp37081_c0_seq1	ofav37081
comp37088_c0_seq1	ofav37088
comp37091_c0_seq1	ofav37091
comp37092_c0_seq1	ofav37092
comp37094_c0_seq1	ofav37094
comp37096_c0_seq1	ofav37096
comp37101_c0_seq1	ofav37101
comp37102_c0_seq1	ofav37102
comp37104_c0_seq1	ofav37104
comp37105_c0_seq1	ofav37105
comp37106_c0_seq1	ofav37106
comp37106_c0_seq2	ofav37106
comp37107_c0_seq1	ofav37107
comp37108_c0_seq1	ofav37108
comp37110_c0_seq1	ofav37110
comp37111_c0_seq1	ofav37111
comp37112_c0_seq1	ofav37112
comp37113_c0_seq1	ofav37113
comp37114_c0_seq1	ofav37114
comp37115_c0_seq1	ofav37115
comp37119_c0_seq1	ofav37119
comp37121_c0_seq1	ofav37121
comp37122_c0_seq1	ofav37122
comp37123_c0_seq1	ofav37123
comp37123_c0_seq2	ofav37123
comp37128_c0_seq1	ofav37128
comp37129_c0_seq1	ofav37129
comp37132_c0_seq1	ofav37132
comp37137_c0_seq2	ofav37137
comp37138_c0_seq1	ofav37138
comp37143_c0_seq1	ofav37143
comp37145_c0_seq1	ofav37145
comp37146_c0_seq1	ofav37146
comp37148_c0_seq1	ofav37148
comp37148_c0_seq2	ofav37148
comp37149_c0_seq1	ofav37149
comp37150_c0_seq1	ofav37150
comp37154_c0_seq1	ofav37154
comp37158_c0_seq1	ofav37158
comp37161_c0_seq1	ofav37161
comp37162_c0_seq1	ofav37162
comp37162_c0_seq2	ofav37162
comp37162_c0_seq3	ofav37162
comp37162_c0_seq4	ofav37162
comp37171_c0_seq1	ofav37171
comp37176_c0_seq2	ofav37176
comp37178_c0_seq1	ofav37178
comp37179_c0_seq1	ofav37179
comp37184_c0_seq1	ofav37184
comp37187_c0_seq1	ofav37187
comp37193_c0_seq1	ofav37193
comp37193_c0_seq3	ofav37193
comp37202_c0_seq1	ofav37202
comp37204_c0_seq1	ofav37204
comp37205_c0_seq1	ofav37205
comp37209_c0_seq1	ofav37209
comp37214_c0_seq1	ofav37214
comp37219_c0_seq1	ofav37219
comp37220_c0_seq1	ofav37220
comp37222_c0_seq1	ofav37222
comp37226_c0_seq1	ofav37226
comp37227_c0_seq1	ofav37227
comp37228_c0_seq1	ofav37228
comp37230_c0_seq1	ofav37230
comp37235_c0_seq1	ofav37235
comp37237_c0_seq1	ofav37237
comp37238_c0_seq1	ofav37238
comp37245_c0_seq1	ofav37245
comp37246_c0_seq2	ofav37246
comp37250_c0_seq1	ofav37250
comp37251_c0_seq1	ofav37251
comp37255_c0_seq1	ofav37255
comp37256_c0_seq2	ofav37256
comp37258_c0_seq1	ofav37258
comp37259_c0_seq1	ofav37259
comp37260_c0_seq1	ofav37260
comp37262_c0_seq1	ofav37262
comp37268_c0_seq1	ofav37268
comp37269_c0_seq1	ofav37269
comp37271_c0_seq1	ofav37271
comp37275_c0_seq1	ofav37275
comp37280_c0_seq2	ofav37280
comp37281_c0_seq1	ofav37281
comp37281_c0_seq5	ofav37281
comp37284_c0_seq1	ofav37284
comp37286_c0_seq1	ofav37286
comp37290_c0_seq1	ofav37290
comp37291_c0_seq1	ofav37291
comp37293_c0_seq1	ofav37293
comp37294_c0_seq1	ofav37294
comp37296_c0_seq1	ofav37296
comp37296_c0_seq2	ofav37296
comp37299_c0_seq1	ofav37299
comp37300_c0_seq1	ofav37300
comp37310_c0_seq1	ofav37310
comp37315_c0_seq1	ofav37315
comp37316_c0_seq1	ofav37316
comp37317_c0_seq1	ofav37317
comp37318_c0_seq1	ofav37318
comp37326_c0_seq1	ofav37326
comp37329_c0_seq1	ofav37329
comp37332_c0_seq1	ofav37332
comp37338_c0_seq1	ofav37338
comp37340_c1_seq1	ofav37340
comp37341_c0_seq1	ofav37341
comp37343_c0_seq1	ofav37343
comp37348_c0_seq1	ofav37348
comp37348_c0_seq2	ofav37348
comp37352_c0_seq1	ofav37352
comp37352_c0_seq2	ofav37352
comp37355_c0_seq2	ofav37355
comp37356_c0_seq1	ofav37356
comp37356_c0_seq2	ofav37356
comp37364_c0_seq1	ofav37364
comp37365_c0_seq1	ofav37365
comp37366_c0_seq1	ofav37366
comp37372_c0_seq1	ofav37372
comp37372_c0_seq2	ofav37372
comp37373_c0_seq2	ofav37373
comp37381_c0_seq1	ofav37381
comp37382_c0_seq1	ofav37382
comp37382_c0_seq3	ofav37382
comp37383_c0_seq1	ofav37383
comp37387_c0_seq1	ofav37387
comp37388_c0_seq1	ofav37388
comp37390_c0_seq1	ofav37390
comp37396_c0_seq1	ofav37396
comp37397_c0_seq1	ofav37397
comp37399_c0_seq1	ofav37399
comp37399_c0_seq2	ofav37399
comp37399_c0_seq3	ofav37399
comp37399_c0_seq4	ofav37399
comp37400_c0_seq1	ofav37400
comp37401_c0_seq1	ofav37401
comp37405_c0_seq1	ofav37405
comp37406_c0_seq1	ofav37406
comp37412_c0_seq1	ofav37412
comp37413_c0_seq1	ofav37413
comp37415_c0_seq1	ofav37415
comp37416_c0_seq1	ofav37416
comp37419_c0_seq1	ofav37419
comp37422_c0_seq1	ofav37422
comp37423_c0_seq1	ofav37423
comp37424_c0_seq1	ofav37424
comp37426_c0_seq1	ofav37426
comp37427_c0_seq1	ofav37427
comp37431_c0_seq1	ofav37431
comp37433_c0_seq1	ofav37433
comp37436_c0_seq1	ofav37436
comp37441_c0_seq1	ofav37441
comp37442_c0_seq1	ofav37442
comp37444_c0_seq1	ofav37444
comp37445_c0_seq1	ofav37445
comp37447_c0_seq1	ofav37447
comp37451_c0_seq1	ofav37451
comp37452_c0_seq1	ofav37452
comp37453_c0_seq1	ofav37453
comp37455_c0_seq1	ofav37455
comp37458_c0_seq1	ofav37458
comp37465_c0_seq1	ofav37465
comp37468_c0_seq1	ofav37468
comp37471_c0_seq1	ofav37471
comp37473_c0_seq1	ofav37473
comp37474_c0_seq1	ofav37474
comp37474_c0_seq2	ofav37474
comp37476_c0_seq1	ofav37476
comp37477_c0_seq1	ofav37477
comp37478_c0_seq1	ofav37478
comp37490_c0_seq2	ofav37490
comp37490_c0_seq3	ofav37490
comp37499_c0_seq1	ofav37499
comp37500_c0_seq1	ofav37500
comp37507_c0_seq1	ofav37507
comp37510_c0_seq1	ofav37510
comp37512_c0_seq1	ofav37512
comp37514_c0_seq1	ofav37514
comp37517_c0_seq1	ofav37517
comp37519_c0_seq1	ofav37519
comp37520_c0_seq2	ofav37520
comp37522_c0_seq1	ofav37522
comp37532_c0_seq1	ofav37532
comp37535_c0_seq1	ofav37535
comp37544_c0_seq1	ofav37544
comp37545_c0_seq1	ofav37545
comp37549_c0_seq1	ofav37549
comp37553_c0_seq1	ofav37553
comp37555_c0_seq1	ofav37555
comp37558_c0_seq1	ofav37558
comp37561_c0_seq1	ofav37561
comp37564_c0_seq1	ofav37564
comp37565_c0_seq3	ofav37565
comp37566_c0_seq1	ofav37566
comp37566_c0_seq2	ofav37566
comp37566_c0_seq3	ofav37566
comp37566_c0_seq4	ofav37566
comp37566_c0_seq6	ofav37566
comp37566_c0_seq7	ofav37566
comp37570_c0_seq1	ofav37570
comp37571_c0_seq1	ofav37571
comp37573_c0_seq1	ofav37573
comp37575_c0_seq1	ofav37575
comp37579_c0_seq1	ofav37579
comp37581_c0_seq1	ofav37581
comp37582_c0_seq2	ofav37582
comp37583_c0_seq1	ofav37583
comp37583_c0_seq2	ofav37583
comp37584_c0_seq1	ofav37584
comp37585_c0_seq1	ofav37585
comp37586_c0_seq1	ofav37586
comp37587_c0_seq1	ofav37587
comp37592_c0_seq1	ofav37592
comp37594_c0_seq1	ofav37594
comp37594_c1_seq1	ofav37594
comp37598_c0_seq1	ofav37598
comp37599_c0_seq3	ofav37599
comp37602_c0_seq1	ofav37602
comp37602_c0_seq3	ofav37602
comp37602_c0_seq4	ofav37602
comp37602_c0_seq5	ofav37602
comp37602_c0_seq6	ofav37602
comp37604_c0_seq1	ofav37604
comp37609_c0_seq1	ofav37609
comp37611_c0_seq1	ofav37611
comp37616_c0_seq1	ofav37616
comp37618_c0_seq1	ofav37618
comp37619_c0_seq1	ofav37619
comp37626_c0_seq1	ofav37626
comp37627_c0_seq1	ofav37627
comp37627_c0_seq2	ofav37627
comp37630_c0_seq1	ofav37630
comp37632_c0_seq1	ofav37632
comp37635_c0_seq1	ofav37635
comp37635_c0_seq2	ofav37635
comp37639_c0_seq1	ofav37639
comp37642_c0_seq1	ofav37642
comp37642_c0_seq2	ofav37642
comp37644_c0_seq1	ofav37644
comp37645_c0_seq1	ofav37645
comp37647_c0_seq1	ofav37647
comp37648_c0_seq1	ofav37648
comp37649_c0_seq1	ofav37649
comp37651_c0_seq1	ofav37651
comp37651_c0_seq2	ofav37651
comp37657_c0_seq2	ofav37657
comp37664_c0_seq1	ofav37664
comp37664_c0_seq2	ofav37664
comp37665_c0_seq1	ofav37665
comp37669_c0_seq1	ofav37669
comp37669_c0_seq2	ofav37669
comp37669_c0_seq3	ofav37669
comp37671_c0_seq1	ofav37671
comp37676_c0_seq1	ofav37676
comp37680_c0_seq1	ofav37680
comp37683_c0_seq1	ofav37683
comp37687_c0_seq1	ofav37687
comp37688_c0_seq1	ofav37688
comp37690_c0_seq1	ofav37690
comp37696_c0_seq1	ofav37696
comp37697_c0_seq1	ofav37697
comp37698_c0_seq1	ofav37698
comp37703_c0_seq1	ofav37703
comp37707_c0_seq1	ofav37707
comp37709_c0_seq1	ofav37709
comp37713_c0_seq1	ofav37713
comp37714_c0_seq1	ofav37714
comp37715_c0_seq1	ofav37715
comp37720_c0_seq1	ofav37720
comp37721_c0_seq1	ofav37721
comp37723_c0_seq1	ofav37723
comp37723_c0_seq2	ofav37723
comp37724_c0_seq1	ofav37724
comp37727_c0_seq1	ofav37727
comp37729_c0_seq1	ofav37729
comp37732_c0_seq1	ofav37732
comp37732_c0_seq2	ofav37732
comp37734_c0_seq1	ofav37734
comp37737_c0_seq1	ofav37737
comp37738_c0_seq1	ofav37738
comp37739_c0_seq1	ofav37739
comp37740_c0_seq1	ofav37740
comp37743_c0_seq1	ofav37743
comp37744_c0_seq1	ofav37744
comp37747_c0_seq1	ofav37747
comp37750_c0_seq1	ofav37750
comp37751_c0_seq1	ofav37751
comp37753_c0_seq1	ofav37753
comp37755_c0_seq1	ofav37755
comp37757_c0_seq1	ofav37757
comp37757_c0_seq2	ofav37757
comp37757_c0_seq3	ofav37757
comp37757_c0_seq4	ofav37757
comp37758_c0_seq1	ofav37758
comp37765_c0_seq1	ofav37765
comp37766_c0_seq1	ofav37766
comp37768_c0_seq1	ofav37768
comp37770_c0_seq1	ofav37770
comp37771_c0_seq1	ofav37771
comp37778_c0_seq1	ofav37778
comp37778_c0_seq2	ofav37778
comp37781_c0_seq1	ofav37781
comp37782_c0_seq1	ofav37782
comp37782_c0_seq2	ofav37782
comp37784_c0_seq1	ofav37784
comp37788_c0_seq1	ofav37788
comp37789_c0_seq1	ofav37789
comp37790_c0_seq1	ofav37790
comp37793_c0_seq1	ofav37793
comp37799_c0_seq1	ofav37799
comp37800_c0_seq1	ofav37800
comp37801_c0_seq1	ofav37801
comp37803_c0_seq1	ofav37803
comp37804_c0_seq1	ofav37804
comp37805_c0_seq1	ofav37805
comp37806_c0_seq1	ofav37806
comp37807_c0_seq1	ofav37807
comp37809_c0_seq1	ofav37809
comp37811_c0_seq1	ofav37811
comp37815_c0_seq1	ofav37815
comp37816_c0_seq1	ofav37816
comp37821_c0_seq1	ofav37821
comp37823_c0_seq1	ofav37823
comp37827_c0_seq1	ofav37827
comp37828_c0_seq4	ofav37828
comp37830_c0_seq1	ofav37830
comp37832_c0_seq1	ofav37832
comp37833_c0_seq1	ofav37833
comp37835_c0_seq1	ofav37835
comp37838_c0_seq1	ofav37838
comp37841_c0_seq1	ofav37841
comp37843_c0_seq1	ofav37843
comp37847_c0_seq1	ofav37847
comp37856_c0_seq1	ofav37856
comp37857_c0_seq1	ofav37857
comp37857_c0_seq2	ofav37857
comp37859_c0_seq1	ofav37859
comp37860_c0_seq1	ofav37860
comp37860_c0_seq2	ofav37860
comp37861_c0_seq1	ofav37861
comp37863_c0_seq1	ofav37863
comp37865_c0_seq1	ofav37865
comp37867_c0_seq1	ofav37867
comp37869_c0_seq1	ofav37869
comp37869_c1_seq1	ofav37869
comp37879_c0_seq1	ofav37879
comp37882_c0_seq1	ofav37882
comp37884_c0_seq1	ofav37884
comp37889_c0_seq2	ofav37889
comp37890_c0_seq1	ofav37890
comp37891_c0_seq1	ofav37891
comp37891_c0_seq2	ofav37891
comp37894_c0_seq1	ofav37894
comp37894_c0_seq2	ofav37894
comp37894_c0_seq3	ofav37894
comp37894_c0_seq4	ofav37894
comp37897_c0_seq1	ofav37897
comp37899_c0_seq1	ofav37899
comp37903_c0_seq1	ofav37903
comp37907_c0_seq1	ofav37907
comp37911_c0_seq1	ofav37911
comp37922_c0_seq1	ofav37922
comp37924_c0_seq1	ofav37924
comp37926_c0_seq1	ofav37926
comp37927_c0_seq1	ofav37927
comp37928_c0_seq1	ofav37928
comp37930_c0_seq1	ofav37930
comp37931_c0_seq1	ofav37931
comp37932_c0_seq1	ofav37932
comp37933_c0_seq1	ofav37933
comp37938_c0_seq1	ofav37938
comp37940_c0_seq1	ofav37940
comp37941_c0_seq1	ofav37941
comp37944_c0_seq1	ofav37944
comp37945_c0_seq1	ofav37945
comp37949_c0_seq1	ofav37949
comp37950_c0_seq1	ofav37950
comp37952_c0_seq1	ofav37952
comp37956_c0_seq1	ofav37956
comp37957_c0_seq1	ofav37957
comp37959_c0_seq1	ofav37959
comp37964_c0_seq1	ofav37964
comp37964_c0_seq2	ofav37964
comp37975_c0_seq1	ofav37975
comp37978_c0_seq1	ofav37978
comp37979_c0_seq1	ofav37979
comp37983_c0_seq1	ofav37983
comp37986_c0_seq1	ofav37986
